,out-degree-weight,in-degree-weight,out-degree,in-degree,bot,bc,lcc,ac
208.65.144.3,0.0,18.0,0.0,3.0,0,0.0,0.0,2.377803353218893e-06
115.137.250.215,0.0,36.0,0.0,3.0,0,0.0,0.0,4.276210869095268e-06
167.138.239.94,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
117.204.67.227,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
61.153.193.110,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
68.67.185.217,0.0,92.0,0.0,5.0,0,0.0,0.0,1.0182367585155099e-05
68.67.185.214,0.0,58.0,0.0,3.0,0,0.0,0.0,6.596486721833057e-06
205.188.59.194,0.0,480.0,0.0,80.0,0,0.0,0.0,5.11035962607125e-05
207.115.11.16,0.0,66.0,0.0,11.0,0,0.0,0.0,7.4402233955558906e-06
195.113.232.96,0.0,1941.0,0.0,5.0,0,0.0,0.0,0.0010893119853599123
66.175.58.43,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
24.113.32.85,0.0,36.0,0.0,6.0,0,0.0,0.0,4.276210869095268e-06
58.252.109.240,0.0,19.0,0.0,4.0,0,0.0,0.0,2.4832704374342473e-06
195.50.106.142,0.0,42.0,0.0,7.0,0,0.0,0.0,4.909013374387392e-06
205.188.146.193,0.0,438.0,0.0,73.0,0,0.0,0.0,4.667397872366762e-05
27.251.19.95,0.0,15.0,0.0,3.0,0,0.0,0.0,2.0614021005728305e-06
27.255.59.70,0.0,24.0,0.0,2.0,0,0.0,0.0,3.0106058585110183e-06
111.88.79.41,0.0,14.0,0.0,3.0,0,0.0,0.0,1.9559350163574764e-06
91.214.134.197,0.0,36.0,0.0,3.0,0,0.0,0.0,4.276210869095267e-06
118.136.111.104,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
202.95.138.19,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
216.163.188.54,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
64.12.90.34,0.0,60.0,0.0,10.0,0,0.0,0.0,6.807420890263766e-06
117.204.73.246,0.0,22.0,0.0,3.0,0,0.0,0.0,2.79967169008031e-06
67.231.144.94,0.0,42.0,0.0,7.0,0,0.0,0.0,4.909013374387392e-06
61.17.216.14,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
216.200.145.235,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
61.177.181.139,0.0,10.0,0.0,2.0,0,0.0,0.0,1.53406667949606e-06
117.96.96.152,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
212.42.113.170,0.0,15.0,0.0,3.0,0,0.0,0.0,2.0614021005728305e-06
119.154.130.96,0.0,13.0,0.0,3.0,0,0.0,0.0,1.8504679321421224e-06
77.238.184.241,0.0,246.0,0.0,41.0,0,0.0,0.0,2.642429855431963e-05
178.137.128.94,0.0,18.0,0.0,4.0,0,0.0,0.0,2.3778033532188933e-06
74.6.140.64,0.0,96.0,0.0,16.0,0,0.0,0.0,1.0604235922016517e-05
66.180.96.27,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267684e-06
195.113.232.97,0.0,243.0,0.0,12.0,0,0.0,0.0,0.0001638670851204198
66.94.237.139,0.0,390.0,0.0,65.0,0,0.0,0.0,4.1611558681330614e-05
216.163.188.58,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
98.137.54.237,0.0,156.0,0.0,26.0,0,0.0,0.0,1.6932260974937763e-05
220.194.21.2,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
96.53.9.174,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
194.2.0.80,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
61.167.116.133,0.0,81.0,0.0,4.0,0,0.0,0.0,9.022229658786201e-06
183.83.108.230,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
68.67.179.213,0.0,36.0,0.0,2.0,0,0.0,0.0,4.276210869095268e-06
217.163.21.36,0.0,92.0,0.0,4.0,0,0.0,0.0,7.153544684825066e-05
74.125.43.27,0.0,255.0,0.0,36.0,0,0.0,0.0,2.7373502312257815e-05
92.47.5.149,0.0,24.0,0.0,2.0,0,0.0,0.0,3.0106058585110174e-06
165.212.65.113,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
183.83.70.111,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
222.23.80.7,0.0,23.0,0.0,7.0,0,0.0,0.0,2.905138774295664e-06
217.219.211.243,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
180.177.137.11,0.0,24.0,0.0,2.0,0,0.0,0.0,3.0106058585110183e-06
202.44.45.5,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
75.180.132.243,0.0,54.0,0.0,9.0,0,0.0,0.0,6.174618384971641e-06
84.247.61.206,0.0,9.0,0.0,3.0,0,0.0,0.0,1.428599595280706e-06
62.211.72.32,0.0,54.0,0.0,9.0,0,0.0,0.0,6.1746183849716416e-06
61.17.216.94,0.0,14.0,0.0,1.0,0,0.0,0.0,1.9559350163574764e-06
61.17.216.10,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
74.125.232.218,0.0,358.0,0.0,7.0,0,0.0,0.0,0.00022189315727235833
221.158.173.198,0.0,10.0,0.0,2.0,0,0.0,0.0,1.53406667949606e-06
122.121.68.110,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
168.95.6.57,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
209.236.119.101,0.0,6.0,0.0,2.0,0,0.0,0.0,1.1121983426346437e-06
65.54.234.75,0.0,87.0,0.0,1.0,0,0.0,0.0,9.655032164078328e-06
117.207.7.56,0.0,16.0,0.0,2.0,0,0.0,0.0,2.166869184788185e-06
195.113.232.99,0.0,908.0,0.0,5.0,0,0.0,0.0,0.0005219182481148004
174.143.82.84,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
195.113.232.81,0.0,110.0,0.0,6.0,0,0.0,0.0,1.2080775101031472e-05
68.67.185.210,0.0,40.0,0.0,2.0,0,0.0,0.0,4.698079205956684e-06
117.197.27.8,0.0,10.0,0.0,3.0,0,0.0,0.0,1.53406667949606e-06
61.89.186.155,0.0,24.0,0.0,2.0,0,0.0,0.0,3.0106058585110183e-06
124.108.116.109,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
95.155.98.55,0.0,24.0,0.0,2.0,0,0.0,0.0,3.0106058585110183e-06
123.27.93.41,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
78.96.25.166,0.0,34.0,0.0,3.0,0,0.0,0.0,4.06527670066456e-06
89.176.63.137,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
77.239.2.219,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
200.147.36.15,0.0,24.0,0.0,4.0,0,0.0,0.0,3.010605858511018e-06
202.67.240.41,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
117.242.61.2,0.0,9.0,0.0,2.0,0,0.0,0.0,1.4285995952807057e-06
60.243.195.59,0.0,9.0,0.0,2.0,0,0.0,0.0,1.4285995952807057e-06
66.175.58.41,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
92.87.4.97,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
218.94.106.74,0.0,24.0,0.0,2.0,0,0.0,0.0,3.0106058585110183e-06
200.16.5.222,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
209.85.229.27,0.0,102.0,0.0,16.0,0,0.0,0.0,1.123703842730864e-05
89.236.212.138,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
199.91.36.34,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
207.232.61.93,0.0,13.0,0.0,3.0,0,0.0,0.0,1.8504679321421224e-06
196.192.41.18,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
61.26.131.206,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
216.17.3.48,0.0,36.0,0.0,6.0,0,0.0,0.0,4.276210869095268e-06
207.115.20.23,0.0,42.0,0.0,7.0,0,0.0,0.0,4.909013374387392e-06
213.33.174.74,0.0,10.0,0.0,1.0,0,0.0,0.0,1.53406667949606e-06
151.151.26.141,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
119.154.54.142,0.0,13.0,0.0,3.0,0,0.0,0.0,1.8504679321421224e-06
95.172.94.15,0.0,16.0,0.0,1.0,0,0.0,0.0,2.1668691847881853e-06
207.115.21.22,0.0,65.0,0.0,11.0,0,0.0,0.0,7.334756311340535e-06
190.136.214.243,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885811e-07
216.40.42.4,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
68.67.179.209,0.0,39.0,0.0,2.0,0,0.0,0.0,4.592612121741329e-06
217.163.21.39,0.0,210.0,0.0,8.0,0,0.0,0.0,2.2627483522566887e-05
68.1.17.3,0.0,66.0,0.0,11.0,0,0.0,0.0,7.440223395555891e-06
190.246.180.21,0.0,9.0,0.0,2.0,0,0.0,0.0,1.428599595280706e-06
61.17.216.70,0.0,6.0,0.0,2.0,0,0.0,0.0,1.1121983426346437e-06
222.85.179.42,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885811e-07
95.58.236.6,0.0,8.0,0.0,1.0,0,0.0,0.0,1.3231325110653517e-06
207.115.37.20,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
208.65.145.12,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
210.75.13.174,0.0,15.0,0.0,3.0,0,0.0,0.0,2.0614021005728305e-06
202.112.126.218,0.0,20.0,0.0,1.0,0,0.0,0.0,2.5887375216496014e-06
65.254.254.55,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
186.90.182.143,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
74.55.28.130,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
27.255.33.216,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
218.102.53.145,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
112.205.111.114,0.0,9.0,0.0,2.0,0,0.0,0.0,1.428599595280706e-06
192.118.82.172,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
61.28.22.201,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
61.17.216.89,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885811e-07
124.108.110.37,0.0,144.0,0.0,24.0,0,0.0,0.0,1.5666655964353513e-05
216.99.131.14,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
85.185.8.55,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
68.67.179.210,0.0,58.0,0.0,3.0,0,0.0,0.0,6.5964867218330585e-06
68.67.185.208,0.0,115.0,0.0,6.0,0,0.0,0.0,1.2608110522108242e-05
65.55.37.120,0.0,114.0,0.0,19.0,0,0.0,0.0,1.2502643437892888e-05
93.180.230.38,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.252.22.92,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
216.82.254.163,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
109.87.192.82,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
82.239.165.28,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
216.33.127.20,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
203.209.228.250,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
85.185.226.13,0.0,9.0,0.0,2.0,0,0.0,0.0,1.428599595280706e-06
208.84.244.133,0.0,18.0,0.0,3.0,0,0.0,0.0,2.377803353218893e-06
83.17.186.77,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
67.231.144.184,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
190.55.176.74,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
66.11.225.135,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
60.243.38.64,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
218.102.53.147,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
218.102.23.149,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
74.6.140.31,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
81.169.145.101,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
92.112.3.72,0.0,13.0,0.0,3.0,0,0.0,0.0,1.8504679321421224e-06
203.99.196.252,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
41.223.57.75,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885813e-07
124.123.106.96,0.0,17.0,0.0,3.0,0,0.0,0.0,2.2723362690035393e-06
217.10.138.227,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
61.17.216.66,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
92.46.218.192,0.0,11.0,0.0,2.0,0,0.0,0.0,1.6395337637114142e-06
68.67.185.209,0.0,134.0,0.0,8.0,0,0.0,0.0,1.4611985122199968e-05
200.206.208.45,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
213.199.180.150,0.0,78.0,0.0,13.0,0,0.0,0.0,8.70582840614014e-06
117.206.80.51,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
184.164.142.139,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
72.167.238.201,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
64.98.36.4,0.0,96.0,0.0,16.0,0,0.0,0.0,1.0604235922016513e-05
212.247.156.1,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
203.200.75.221,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
210.212.164.162,0.0,17.0,0.0,2.0,0,0.0,0.0,2.272336269003539e-06
195.238.5.129,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
208.100.38.50,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
46.24.73.184,0.0,10.0,0.0,2.0,0,0.0,0.0,1.53406667949606e-06
202.179.178.24,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
217.163.21.40,0.0,23.0,0.0,1.0,0,0.0,0.0,2.3289049778099567e-05
68.202.89.226,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
165.212.8.32,0.0,36.0,0.0,6.0,0,0.0,0.0,4.276210869095267e-06
118.98.202.90,0.0,10.0,0.0,2.0,0,0.0,0.0,1.53406667949606e-06
84.234.53.214,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
89.46.59.46,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
74.125.45.27,0.0,30.0,0.0,5.0,0,0.0,0.0,3.643408363803142e-06
184.172.33.106,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
128.121.85.2,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
61.17.216.17,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
12.102.252.75,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
67.69.240.20,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
207.115.36.21,0.0,24.0,0.0,4.0,0,0.0,0.0,3.010605858511018e-06
62.24.139.61,0.0,24.0,0.0,4.0,0,0.0,0.0,3.010605858511018e-06
76.162.254.116,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
41.223.57.76,0.0,6.0,0.0,2.0,0,0.0,0.0,1.1121983426346437e-06
41.233.20.42,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
190.114.77.46,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885811e-07
64.12.138.161,0.0,36.0,0.0,6.0,0,0.0,0.0,4.276210869095268e-06
85.130.81.228,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
119.154.117.193,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
194.67.211.76,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
208.87.233.190,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
49.128.164.249,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
94.63.149.150,0.0,428.0,0.0,2.0,0,0.0,0.0,4.5619307881514084e-05
180.222.96.138,0.0,54.0,0.0,9.0,0,0.0,0.0,6.1746183849716416e-06
207.109.18.206,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
168.61.70.72,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
74.125.47.27,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
180.251.135.144,0.0,9.0,0.0,2.0,0,0.0,0.0,1.428599595280706e-06
93.180.203.85,0.0,15.0,0.0,3.0,0,0.0,0.0,2.0614021005728305e-06
213.174.1.227,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
61.17.216.6,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885813e-07
61.17.216.28,0.0,6.0,0.0,2.0,0,0.0,0.0,1.1121983426346437e-06
124.254.72.89,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
205.166.218.186,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
168.95.6.65,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
41.239.162.145,0.0,9.0,0.0,2.0,0,0.0,0.0,1.4285995952807057e-06
141.146.126.228,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
78.153.48.99,0.0,7.0,0.0,2.0,0,0.0,0.0,1.2176654268499977e-06
93.116.166.52,0.0,9.0,0.0,2.0,0,0.0,0.0,1.4285995952807057e-06
111.92.142.42,0.0,26.0,0.0,3.0,0,0.0,0.0,3.221540026941726e-06
221.207.141.60,0.0,20.0,0.0,1.0,0,0.0,0.0,2.5887375216496014e-06
93.178.250.214,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
68.6.19.3,0.0,78.0,0.0,13.0,0,0.0,0.0,8.70582840614014e-06
117.224.41.27,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
221.226.242.228,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
212.52.133.252,0.0,8.0,0.0,1.0,0,0.0,0.0,1.323132511065352e-06
62.178.214.33,0.0,11.0,0.0,3.0,0,0.0,0.0,1.6395337637114144e-06
178.122.22.89,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
178.148.4.76,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
74.6.136.244,0.0,534.0,0.0,89.0,0,0.0,0.0,5.6798818808341626e-05
74.125.232.207,0.0,456.0,0.0,3.0,0,0.0,0.0,0.0002513760012689232
193.251.214.113,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
82.226.248.139,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
210.211.186.114,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
89.43.210.7,0.0,13.0,0.0,2.0,0,0.0,0.0,1.8504679321421224e-06
209.86.93.228,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267682e-06
74.208.5.3,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
178.122.115.200,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
66.94.236.34,0.0,60.0,0.0,10.0,0,0.0,0.0,6.807420890263765e-06
220.134.142.48,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
62.152.241.162,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
74.208.5.90,0.0,18.0,0.0,3.0,0,0.0,0.0,2.377803353218893e-06
74.6.136.65,0.0,426.0,0.0,71.0,0,0.0,0.0,4.540837371308338e-05
95.59.1.63,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
79.119.209.87,0.0,15.0,0.0,2.0,0,0.0,0.0,2.0614021005728305e-06
98.136.59.15,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267682e-06
202.80.173.5,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885813e-07
168.95.5.33,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
80.12.242.82,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
116.72.72.149,0.0,11.0,0.0,3.0,0,0.0,0.0,1.6395337637114142e-06
201.217.51.159,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
217.163.21.37,0.0,25.0,0.0,1.0,0,0.0,0.0,3.312625236036805e-05
165.21.74.116,0.0,30.0,0.0,5.0,0,0.0,0.0,3.6434083638031423e-06
209.85.227.27,0.0,30.0,0.0,5.0,0,0.0,0.0,3.643408363803142e-06
85.221.145.247,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
121.245.3.131,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
207.69.189.217,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
200.91.27.33,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
220.181.65.141,0.0,20.0,0.0,2.0,0,0.0,0.0,2.5887375216496014e-06
82.205.135.35,0.0,9.0,0.0,2.0,0,0.0,0.0,1.428599595280706e-06
165.21.74.117,0.0,54.0,0.0,9.0,0,0.0,0.0,6.1746183849716416e-06
165.21.74.113,0.0,18.0,0.0,3.0,0,0.0,0.0,2.377803353218893e-06
41.201.54.29,0.0,8.0,0.0,1.0,0,0.0,0.0,1.323132511065352e-06
64.26.60.153,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
199.7.83.42,0.0,356.0,0.0,89.0,0,0.0,0.0,3.8025677818008585e-05
192.112.36.4,0.0,304.0,0.0,76.0,0,0.0,0.0,3.254138943881017e-05
192.58.128.30,0.0,364.0,0.0,91.0,0,0.0,0.0,3.8869414491731414e-05
192.93.0.4,0.0,3972.0,0.0,993.0,0,0.0,0.0,0.00041939465434072913
194.85.105.17,0.0,4566.0,0.0,1159.0,0,0.0,0.0,0.00048204210236464943
194.85.252.62,0.0,4368.0,0.0,1092.0,0,0.0,0.0,0.0004611596196900093
193.232.128.6,0.0,4508.0,0.0,1127.0,0,0.0,0.0,0.0004759250114801588
193.232.156.17,0.0,3964.0,0.0,991.0,0,0.0,0.0,0.0004185509176670063
193.232.142.17,0.0,4344.0,0.0,1086.0,0,0.0,0.0,0.00045862840966884083
192.36.148.17,0.0,352.0,0.0,88.0,0,0.0,0.0,3.760380948114717e-05
78.24.218.162,0.0,34.0,0.0,7.0,0,0.0,0.0,4.06527670066456e-06
95.163.16.202,0.0,28.0,0.0,5.0,0,0.0,0.0,3.432474195372434e-06
74.54.79.106,0.0,28.0,0.0,5.0,0,0.0,0.0,3.4324741953724343e-06
74.54.79.107,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
91.206.222.72,0.0,15.0,0.0,3.0,0,0.0,0.0,2.0614021005728305e-06
193.124.133.210,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
77.222.40.2,0.0,340.0,0.0,87.0,0,0.0,0.0,3.633820447056292e-05
178.218.208.130,0.0,910.0,0.0,228.0,0,0.0,0.0,9.645444247331476e-05
195.16.88.67,0.0,25.0,0.0,5.0,0,0.0,0.0,3.116072942726372e-06
93.170.49.150,0.0,28.0,0.0,7.0,0,0.0,0.0,3.432474195372434e-06
178.162.190.126,0.0,28.0,0.0,5.0,0,0.0,0.0,3.4324741953724343e-06
46.4.116.200,0.0,55.0,0.0,11.0,0,0.0,0.0,6.280085469186995e-06
192.228.79.201,0.0,381.0,0.0,96.0,0,0.0,0.0,4.066235492339244e-05
193.0.14.129,0.0,416.0,0.0,104.0,0,0.0,0.0,4.435370287092983e-05
95.163.69.51,0.0,960.0,0.0,240.0,0,0.0,0.0,0.00010172779668408246
188.64.112.2,0.0,15.0,0.0,3.0,0,0.0,0.0,2.0614021005728305e-06
192.203.230.10,0.0,380.0,0.0,95.0,0,0.0,0.0,4.055688783917707e-05
77.222.41.3,0.0,319.0,0.0,81.0,0,0.0,0.0,3.4123395702040475e-05
195.128.49.14,0.0,92.0,0.0,23.0,0,0.0,0.0,1.0182367585155099e-05
109.70.26.36,0.0,66.0,0.0,14.0,0,0.0,0.0,7.440223395555891e-06
109.234.156.34,0.0,16.0,0.0,4.0,0,0.0,0.0,2.166869184788185e-06
82.140.82.140,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
89.253.192.21,0.0,56.0,0.0,14.0,0,0.0,0.0,6.38555255340235e-06
62.118.120.61,0.0,30.0,0.0,6.0,0,0.0,0.0,3.643408363803142e-06
91.201.54.2,0.0,23.0,0.0,6.0,0,0.0,0.0,2.9051387742956634e-06
89.208.152.4,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
62.231.15.130,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
193.125.152.91,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
78.110.50.60,0.0,79.0,0.0,20.0,0,0.0,0.0,8.811295490355494e-06
217.23.128.1,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
213.248.61.57,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.209.63.181,0.0,84.0,0.0,21.0,0,0.0,0.0,9.338630911432265e-06
199.19.56.1,0.0,76.0,0.0,19.0,0,0.0,0.0,8.49489423770943e-06
194.226.96.8,0.0,595.0,0.0,149.0,0,0.0,0.0,6.323231094547822e-05
78.47.76.4,0.0,124.0,0.0,31.0,0,0.0,0.0,1.3557314280046431e-05
199.249.113.1,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
192.55.83.30,0.0,376.0,0.0,94.0,0,0.0,0.0,4.0135019502315664e-05
92.53.116.200,0.0,99.0,0.0,25.0,0,0.0,0.0,1.0920637174662578e-05
85.10.210.157,0.0,168.0,0.0,42.0,0,0.0,0.0,1.819786598552201e-05
199.19.54.1,0.0,100.0,0.0,25.0,0,0.0,0.0,1.1026104258877931e-05
192.33.14.30,0.0,500.0,0.0,125.0,0,0.0,0.0,5.321293794501958e-05
199.19.53.1,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
192.12.94.30,0.0,344.0,0.0,86.0,0,0.0,0.0,3.6760072807424335e-05
192.26.92.30,0.0,484.0,0.0,121.0,0,0.0,0.0,5.152546459757392e-05
